CityState,city,state,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Employment Labor Force,Employment Unemployed,Employment Male Computer Engineering,Employment Female Computer Engineering,Median Age,Median Male Age,Median Female Age,Household Income,Income Per Capita,Median Gross Rent,Median Home Value,lat,lng
"OSHKOSH, WI",OSHKOSH,WI,82048,75946,2266,323,2101,2316,577,14926,2543,4620,10158,3067,521,537,11131,43546,2077,1130,497,38.46666667,37.93333333,39.4,50441.33333,26451.33333,680.0,138233.3333,44.011018,-88.56663233
"MARYVILLE, TN",MARYVILLE,TN,82009,77953,1558,207,695,2545,526,15831,3433,4787,8964,3355,973,473,10612,39186,3192,1114,224,41.03333333,40.26666667,41.9,49572.33333,24620.66667,776.3333333,168800.0,35.70560533,-83.989716
"LEESBURG, VA",LEESBURG,VA,81917,61772,6256,82,7745,11458,486,6820,836,3369,17114,9020,1401,1096,3681,45220,2115,4444,1110,36.2,35.35,36.85,118671.5,49318.5,1436.5,454600.0,39.1245715,-77.574052
"BUENA PARK, CA",BUENA PARK,CA,81884,47362,3426,262,23682,30804,1132,11042,1198,3984,12562,2734,585,432,10711,40262,2452,1465,372,35.9,34.15,37.35,68905.0,24306.5,1451.5,423850.0,33.8597235,-118.00433
"SIMPSONVILLE, SC",SIMPSONVILLE,SC,81843,66534,11168,119,1761,5808,400,11064,1702,5435,14748,6045,1222,592,5377,41829,2311,2888,622,38.25,37.6,38.75,73177.5,31764.5,960.5,180350.0,34.7264005,-82.256907
"CARMEL, IN",CARMEL,IN,81798,71271,1863,98,6284,2900,149,4989,599,2557,21701,9369,3629,2235,3171,43792,1851,3133,1116,39.45,39.0,39.8,106838.5,52928.0,1121.5,292400.0,39.9709435,-86.130159
"IOWA CITY, IA",IOWA CITY,IA,81753,66708,4628,236,5915,4512,277,5834,755,3042,11836,6979,2863,3414,19006,47800,2151,2254,906,25.7,25.225,26.2,47660.66667,22890.75,870.0,194566.6667,41.6556965,-91.53228175
"COVINA, CA",COVINA,CA,81705,42196,2574,413,9244,48349,1380,11860,1112,5005,8841,2573,456,206,8681,42228,4686,1260,399,35.5,33.93333333,37.36666667,67829.33333,25571.66667,1338.0,388500.0,34.087512,-117.8827713
"DALTON, GA",DALTON,GA,81680,71250,3634,258,1396,32343,1699,10981,3000,2235,4155,1688,714,127,16317,40134,4371,498,100,33.7,32.25,35.25,39847.0,19987.0,667.5,125350.0,34.76114,-84.958453
"BRANDON, FL",BRANDON,FL,81479,58111,14188,155,3548,19138,230,12789,2260,5736,10696,4045,698,484,9706,43823,2573,1691,730,36.8,35.5,38.15,54189.0,25861.5,1028.0,144900.0,27.9327075,-82.2962155
"STAFFORD, VA",STAFFORD,VA,81437,54263,15536,261,2499,10039,164,9800,1551,4762,11499,6820,473,521,3919,43582,2419,2532,1079,34.85,33.9,35.65,103391.5,38579.5,1531.5,311600.0,38.4481385,-77.441458
"SMYRNA, GA",SMYRNA,GA,81381,41775,25179,46,6361,13403,361,7843,847,3117,17946,8157,1759,1163,12346,48246,3705,2902,1132,34.85,33.75,36.1,62584.0,35873.5,999.5,211050.0,33.862297,-84.517259
"JONESBORO, AR",JONESBORO,AR,81227,63119,13604,722,1213,4140,572,12543,2992,3138,9038,3597,878,934,17328,39469,3055,793,420,33.5,32.2,35.05,46035.5,25959.0,699.0,146450.0,35.830103,-90.717806
"BETHESDA, MD",BETHESDA,MD,80986,65534,2906,78,8905,6779,208,2894,378,1681,16855,15299,8624,6061,2691,44374,1666,3799,2273,43.3,42.56666667,44.13333333,152760.6667,83906.0,1989.333333,804266.6667,38.98640367,-77.12443733
"LAKEWOOD, CA",LAKEWOOD,CA,80903,43722,5683,424,13643,26852,1183,11091,1108,5601,10732,3328,601,426,6267,42877,3202,1517,450,38.06666667,36.03333333,40.0,76765.66667,29076.33333,1593.333333,410200.0,33.84601667,-118.1132147
"BINGHAMTON, NY",BINGHAMTON,NY,80835,66077,7419,205,3716,4321,536,12851,3329,5577,7089,4138,681,700,18247,37492,3439,1232,551,36.1,34.3,37.9,40065.25,19439.4,654.5,99675.0,42.1236912,-75.8995296
"UTICA, MI",UTICA,MI,80828,73481,2671,90,2860,1854,929,13948,1255,5719,11247,4974,1068,632,7612,41391,3008,2295,575,42.16666667,41.4,43.03333333,64949.66667,32317.0,933.3333333,189433.3333,42.66895067,-83.03553933
"MANTECA, CA",MANTECA,CA,80775,55821,2821,446,5906,32118,1215,13839,2367,5081,5465,1568,301,185,10378,38625,5566,705,155,34.9,34.35,35.3,62295.5,24380.5,1219.0,244250.0,37.786653,-121.2197
"VALPARAISO, IN",VALPARAISO,IN,80587,75320,1783,239,1164,6412,255,14983,1745,5183,10580,4176,1127,834,8789,40626,2498,1196,443,37.8,37.0,38.35,64292.0,30369.0,932.0,182650.0,41.4616285,-87.068605
"ARLINGTON HEIGHTS, IL",ARLINGTON HEIGHTS,IL,80581,68080,1319,92,6974,6447,602,9747,577,3802,19152,9032,1784,581,5027,43778,2592,2386,632,42.15,40.3,43.65,77948.5,41462.5,1134.0,311100.0,42.088635,-87.982502
"EVANSTON, IL",EVANSTON,IL,80083,54597,13237,153,7523,8284,520,5171,698,1759,14974,12073,3550,3492,9319,42095,3053,2354,1216,37.26666667,35.3,39.76666667,79134.33333,46553.66667,1321.0,364866.6667,42.04520467,-87.698468
"GREER, SC",GREER,SC,80000,67520,7282,87,2322,7227,652,11131,2113,4578,12315,4905,782,700,9736,40536,2515,1972,460,38.35,37.35,39.35,58952.0,29892.0,796.0,177200.0,34.960984,-82.2688155
"FISHERS, IN",FISHERS,IN,79802,67736,4323,26,4771,3190,289,5109,602,3396,20436,7152,1996,1066,2708,44238,1880,3177,1073,34.75,34.15,35.2,91679.0,39190.5,1122.5,220900.0,39.9636335,-85.9821675
"MOUNT PLEASANT, SC",MOUNT PLEASANT,SC,79782,70867,5933,78,1506,2230,265,6896,848,3971,20254,7959,2059,1395,5792,43486,2355,2328,517,38.9,37.4,40.25,78944.5,42452.5,1352.5,363650.0,32.8472285,-79.8251175
"CAMARILLO, CA",CAMARILLO,CA,79694,61326,1834,270,7437,19179,484,7949,746,5145,13947,6264,1813,1063,4818,40505,2855,2571,744,40.2,39.05,41.85,92140.5,41363.0,1705.5,494250.0,34.211959,-119.0360415
"GRESHAM, OR",GRESHAM,OR,79689,67243,1779,698,2414,11591,640,11691,2372,5230,7841,2758,553,376,12319,41001,4140,1155,337,36.15,34.85,37.7,53231.0,24700.5,949.5,218400.0,45.4937585,-122.4120975
"SANFORD, FL",SANFORD,FL,79646,52920,19538,227,3111,15252,622,12190,2996,6633,9002,3190,715,365,14003,39647,4231,1297,391,35.4,35.1,35.8,43180.0,22131.5,959.0,122850.0,28.78421,-81.2859475
"SAINT GEORGE, UT",SAINT GEORGE,UT,79621,72039,740,1105,422,10192,279,10088,1297,5328,8343,3769,882,811,12208,33925,2715,793,190,35.35,34.0,36.5,50227.0,22938.5,939.0,212350.0,37.115087,-113.5934965
"MIDDLETOWN, OH",MIDDLETOWN,OH,79610,67193,7333,148,1212,3066,567,16201,2471,4106,7386,3403,392,334,14151,39092,4232,1371,357,39.1,38.15,39.75,48252.5,24761.0,793.5,134650.0,39.5196445,-84.4152005
"THOUSAND OAKS, CA",THOUSAND OAKS,CA,79494,64180,1016,223,6786,15474,530,7718,456,4491,15215,6833,1766,1695,5331,42967,3746,2396,759,43.2,41.2,44.55,97707.0,46635.5,1753.5,619950.0,34.2030655,-118.8504315
"LEAGUE CITY, TX",LEAGUE CITY,TX,79435,64509,5845,103,4115,14547,244,7826,1580,5719,14624,5149,1551,929,4746,43073,1549,2788,919,35.3,34.8,35.6,96109.0,39275.0,1187.0,194700.0,29.503785,-95.0873
"POCATELLO, ID",POCATELLO,ID,79335,70191,598,3841,1093,6587,310,10344,2549,4487,8482,2774,893,864,15176,38221,2916,1389,336,29.575,29.1,30.175,34962.0,17925.25,606.75,144233.3333,42.886139,-112.4047557
"PFLUGERVILLE, TX",PFLUGERVILLE,TX,79067,55690,12106,568,6932,24310,722,8529,1613,5189,13168,4628,457,347,7049,44389,2580,4053,814,34.2,33.3,35.1,76368.0,30306.0,1139.0,172900.0,30.43963,-97.594687
"FORT MILL, SC",FORT MILL,SC,78909,67791,6804,263,1747,5540,441,8906,1101,5348,16173,6030,592,485,5827,39134,2343,2035,693,40.16666667,39.66666667,40.06666667,76437.0,34936.33333,1070.666667,233400.0,35.01097767,-80.92608167
"SAN TAN VALLEY, AZ",SAN TAN VALLEY,AZ,78898,64650,3993,2965,679,16323,411,10291,1968,5282,6148,2161,180,363,12617,34326,3036,1341,675,29.95,28.65,31.95,59075.5,20980.5,1167.0,148000.0,33.201596,-111.531431
"MONROE, NC",MONROE,NC,78857,60636,11357,351,1036,13379,931,14148,2399,3802,7101,1658,283,329,12292,40029,3634,956,307,36.7,35.65,37.8,51684.5,22455.5,800.0,156650.0,34.9779845,-80.5293185
"SNELLVILLE, GA",SNELLVILLE,GA,78852,35322,36710,158,3503,7541,290,9988,2275,5204,10427,4769,800,504,11965,39604,4179,1695,421,36.65,35.15,37.5,60076.5,25222.5,1157.5,151300.0,33.830435,-84.0268355
"TOMBALL, TX",TOMBALL,TX,78852,62584,5590,282,4596,19663,380,9635,1775,3043,11719,3961,702,323,8489,37144,2269,2150,377,32.85,32.8,32.95,81032.5,31826.5,1056.5,186000.0,30.0783065,-95.633667
"LAWRENCE, MA",LAWRENCE,MA,78804,32245,6160,166,2319,60168,1716,13823,2055,2536,3621,1389,248,86,22168,38640,5051,694,169,31.96666667,31.83333333,32.63333333,31506.66667,17392.66667,955.6666667,183100.0,42.70291733,-71.16188633
"TURLOCK, CA",TURLOCK,CA,78751,63852,1547,408,4423,29592,2230,11991,1470,3540,7064,2664,835,446,14173,37691,5300,583,264,34.4,32.95,35.9,52182.0,23918.0,1006.0,212150.0,37.501436,-120.864615
"KIRKLAND, WA",KIRKLAND,WA,78695,60901,926,291,10889,5628,407,5905,691,4577,20931,8952,1823,1086,4758,45801,2959,5464,1396,38.1,37.0,39.2,93571.5,51979.5,1484.0,474900.0,47.6958755,-122.203663
"APPLE VALLEY, CA",APPLE VALLEY,CA,78559,64083,5416,710,2109,23847,395,13656,1929,5133,4682,2818,486,366,16037,31433,4309,735,64,38.0,37.75,37.8,49561.0,23586.0,945.5,181750.0,34.497792,-117.147184
"UPLAND, CA",UPLAND,CA,78505,47604,4091,460,6909,30548,775,10831,831,4963,10626,4273,1146,671,11772,39463,2812,1164,330,40.3,38.9,41.4,73327.5,33675.5,1578.5,428700.0,34.123214,-117.658809
"BRIGHTON, CO",BRIGHTON,CO,78438,68827,1298,572,2325,23836,847,10974,2302,4173,9762,3471,575,289,5649,41528,2094,1672,547,34.76666667,34.83333333,34.6,77727.66667,29999.66667,1261.0,249633.3333,39.97020033,-104.8178707
"HICKORY, NC",HICKORY,NC,78352,62964,7273,314,2374,7395,786,12548,2237,5031,9351,3395,873,378,11923,39124,3105,855,409,40.4,39.25,41.3,44364.0,24053.0,668.5,138150.0,35.7211395,-81.3579335
"ROGERS, AR",ROGERS,AR,78327,69679,1124,955,1849,20644,674,12831,2505,2432,9078,3587,684,379,11394,39068,1808,1200,283,33.65,33.05,34.6,53827.5,28133.5,796.0,155950.0,36.3113225,-94.0565845
"PORTERVILLE, CA",PORTERVILLE,CA,78236,62093,593,2270,3672,51060,2691,10137,1665,2464,2977,929,274,116,25258,31090,4281,367,95,28.5,27.45,30.45,29267.5,12225.0,745.0,119250.0,36.0212335,-119.005309
"RESEDA, CA",RESEDA,CA,78230,55668,2589,425,9112,41016,2335,11881,1010,3317,8039,2298,782,351,15639,40387,3192,992,376,36.8,35.0,38.2,51206.0,21505.0,1215.0,358300.0,34.200175,-118.540958
"MOUNTAIN VIEW, CA",MOUNTAIN VIEW,CA,78166,47490,1769,177,21248,15510,250,5569,687,2887,16458,13508,2334,4234,5986,47199,2907,10010,3124,35.33333333,33.73333333,36.96666667,100238.0,59103.66667,1795.666667,923200.0,37.39437133,-122.0772327
"LEXINGTON, NC",LEXINGTON,NC,78108,67366,7059,591,1323,5050,1097,14326,3693,4796,6161,2318,472,150,13795,36937,4500,854,140,41.4,39.55,42.95,40842.0,21737.5,657.0,129900.0,35.805046,-80.2588635
"ANDERSON, IN",ANDERSON,IN,78038,65944,8603,41,467,3107,467,17213,3382,4643,5960,2320,331,335,15434,36304,3991,668,221,41.06,39.02,42.86,42272.6,21545.2,703.0,82100.0,40.0999384,-85.670161
"PALM HARBOR, FL",PALM HARBOR,FL,77966,72915,1811,92,1255,5259,235,13140,1310,6887,13951,5299,1335,833,6103,38980,2986,1572,536,49.6,48.16666667,50.66666667,60928.0,35107.66667,1116.666667,214833.3333,28.08724967,-82.72577567
"BALDWIN PARK, CA",BALDWIN PARK,CA,77877,28944,1308,744,13454,59336,2337,14149,1135,2456,4291,802,268,105,12852,37405,4408,457,165,33.0,30.9,35.0,51706.0,15823.0,1238.0,312300.0,34.09741,-117.968269
"BELLFLOWER, CA",BELLFLOWER,CA,77756,29667,11528,346,9146,42181,1540,12434,1194,3792,5860,1509,305,175,13829,36723,3674,710,232,32.2,31.2,33.0,48823.0,20157.0,1185.0,354200.0,33.887821,-118.12725
"PALATINE, IL",PALATINE,IL,77656,55933,2097,18,10000,14360,624,9130,883,3854,16299,8141,1172,730,8134,42970,2536,2325,1195,38.75,37.3,40.05,75803.5,38943.5,1107.5,280350.0,42.1188925,-88.045333
"AVONDALE, AZ",AVONDALE,AZ,77609,58460,7736,1134,2900,40966,1022,9547,1751,3759,5685,2339,251,128,14389,38727,3223,1121,238,29.85,29.35,30.15,54652.0,20496.0,1051.0,136900.0,33.4484065,-112.3178775
"SALISBURY, NC",SALISBURY,NC,77581,56011,16869,132,830,6492,618,13492,3012,5375,7286,2537,494,410,14437,34991,4118,542,246,39.6,38.33333333,40.86666667,41621.66667,21518.33333,721.0,133866.6667,35.668996,-80.473716
"GEORGETOWN, TX",GEORGETOWN,TX,77400,71043,2517,126,876,14499,419,9638,1903,4423,14865,6490,1738,967,5430,33523,1701,1584,559,48.2,47.73333333,48.7,70718.66667,35859.33333,1148.333333,214633.3333,30.69079333,-97.71841233
"YUBA CITY, CA",YUBA CITY,CA,77104,52412,1938,648,12893,21543,2214,10649,1397,5343,6296,1940,676,205,13798,35544,4763,1008,337,35.85,34.5,37.05,54222.5,23962.0,961.0,198700.0,39.038342,-121.6373525
"OPA LOCKA, FL",OPA LOCKA,FL,77097,37317,36490,26,718,39457,1147,18255,1818,3594,4690,1297,404,239,22119,34168,4564,312,46,36.1,35.15,37.05,31285.0,14358.5,1024.5,118200.0,25.9285215,-80.2719885
"SOUTHFIELD, MI",SOUTHFIELD,MI,77068,19303,53572,107,1121,916,645,9285,1681,4491,11672,6964,1204,789,11089,38670,4334,1713,734,42.475,39.25,45.0,50372.25,29191.5,980.25,109975.0,42.478963,-83.26138875
"PLANT CITY, FL",PLANT CITY,FL,76863,58883,7577,115,851,21190,1016,14879,3239,4125,4923,1827,363,400,14455,37840,4095,676,247,37.225,35.85,38.6,46320.75,21317.75,828.25,132425.0,28.0004255,-82.121387
"CHINO HILLS, CA",CHINO HILLS,CA,76796,39144,3024,205,24476,22458,868,7609,676,4327,14783,5153,1096,909,4980,41574,3605,2090,708,38.0,35.3,40.5,96914.0,35640.0,1843.0,507500.0,33.963723,-117.738596
"BURLINGTON, NC",BURLINGTON,NC,76774,48652,18113,165,1621,10445,868,11667,3156,4429,7608,2541,409,439,16312,37652,3331,870,273,40.25,38.3,42.45,37319.0,22270.5,755.0,127250.0,36.109022,-79.435992
"ALAMEDA, CA",ALAMEDA,CA,76733,37796,5530,226,24207,9079,952,6211,854,4668,17543,7147,2104,1631,7379,43021,3268,2495,985,42.35,40.65,43.85,91342.5,50113.5,1693.5,646900.0,37.7556825,-122.261811
"NORTH CHARLESTON, SC",NORTH CHARLESTON,SC,76720,30632,40830,183,1667,5556,471,12853,2251,4753,6678,2351,332,132,16369,39449,3880,1149,394,33.5,32.0,35.2,42432.66667,21186.0,879.3333333,138633.3333,32.899179,-80.05897833
"CANYON COUNTRY, CA",CANYON COUNTRY,CA,76573,52568,3617,550,7476,30139,539,9555,1299,5131,9470,2687,759,287,8772,40833,4067,1090,329,34.9,34.05,35.35,75471.0,29297.5,1571.5,360950.0,34.4220525,-118.405768
"MARYSVILLE, WA",MARYSVILLE,WA,76493,61839,986,2543,4105,7971,241,12204,2640,5046,6341,2208,354,169,8083,39787,3605,1780,442,36.1,35.3,36.85,65838.0,27780.0,1191.0,229750.0,48.0733455,-122.1922925
"SOMERVILLE, MA",SOMERVILLE,MA,76488,57651,5896,99,7745,7494,1398,8785,1802,2204,16768,11175,1802,3105,11192,51571,2849,5774,2515,32.0,31.33333333,32.5,72983.66667,39068.0,1514.333333,470966.6667,42.39088033,-71.103058
"DAVIS, CA",DAVIS,CA,76473,47304,1639,294,17780,10943,235,2625,331,1749,10846,7767,3190,4976,20494,37575,2575,2990,2048,26.25,25.2,27.65,62818.0,34064.0,1301.5,554900.0,38.548672,-121.7399835
"PLEASANTON, CA",PLEASANTON,CA,76392,49147,1473,95,20912,7853,317,5904,441,3468,17759,9209,1484,1790,3304,38725,2106,5040,1664,41.4,40.7,41.8,125464.0,52633.0,1818.5,765400.0,37.720393,-121.8552775
"OVIEDO, FL",OVIEDO,FL,76390,61891,5802,143,4677,14277,284,8158,1071,6411,13445,5401,980,828,8435,40306,3407,2631,329,34.3,33.1,35.4,78441.5,30827.5,1337.5,241050.0,28.655789,-81.120502
"WINTER PARK, FL",WINTER PARK,FL,76382,60709,7743,115,2199,14375,470,8503,2042,5152,12707,5543,2110,913,11889,40401,3372,1308,582,38.2,35.15,41.05,53270.5,39281.5,974.0,260350.0,28.604642,-81.3253075
"SCHAUMBURG, IL",SCHAUMBURG,IL,76279,50843,2767,103,16993,7614,415,10456,796,4587,16022,7570,991,502,4589,44337,2697,3671,1215,35.9,34.675,36.925,73192.0,36994.25,1265.75,243125.0,42.042751,-88.08718375
"WARWICK, RI",WARWICK,RI,76255,70037,1086,127,1942,3727,431,13221,2692,5986,11496,4603,694,616,5594,43703,3586,1533,481,43.66666667,41.2,46.4,64932.66667,33589.0,1034.0,193500.0,41.71737033,-71.412871
"HUNTINGTON PARK, CA",HUNTINGTON PARK,CA,76180,52192,395,351,622,74015,2558,8235,816,1849,1986,449,90,39,20736,36438,4446,201,109,30.5,29.7,31.4,35917.0,12496.0,945.0,301400.0,33.979248,-118.217438
"DENHAM SPRINGS, LA",DENHAM SPRINGS,LA,76129,68295,5031,205,451,3554,447,15526,3404,3183,7920,1686,348,196,8812,39559,2600,1175,275,35.15,34.7,35.5,62386.0,26704.0,799.0,158700.0,30.516399,-90.8967445
"HUNTINGTON, WV",HUNTINGTON,WV,76060,68284,4432,153,870,1059,410,11848,2893,4170,7716,4379,1313,735,18535,34072,2832,799,378,36.18,35.54,37.12,31688.8,20384.8,638.2,93440.0,38.3875024,-82.3971806
"REDLANDS, CA",REDLANDS,CA,76042,55038,5638,544,6294,21657,567,9397,1041,4000,10008,5437,1644,1263,10759,35331,2696,1301,570,35.15,33.7,36.3,63232.0,31942.5,1159.5,316400.0,34.0395495,-117.165792
"SAN RAMON, CA",SAN RAMON,CA,75846,36149,1637,337,31676,6421,341,4074,224,3724,19479,9154,1944,1638,3143,39366,2028,5225,1965,38.0,37.6,38.4,130250.0,52289.0,1855.0,760750.0,37.758647,-121.9442435
"LAKE ELSINORE, CA",LAKE ELSINORE,CA,75819,43768,2897,166,3533,39339,1401,10150,1809,2828,4376,1481,285,166,12737,35752,5201,937,135,31.55,30.75,32.25,63983.0,21502.5,1405.0,230100.0,33.6711005,-117.3398655
"TEMPLE, TX",TEMPLE,TX,75809,58181,11506,400,1737,17997,796,12530,3455,4068,7961,2770,1148,737,12781,36905,2454,928,354,30.125,34.9,37.23333333,46448.33333,23699.66667,798.0,111066.6667,31.098672,-97.3505425
"REDONDO BEACH, CA",REDONDO BEACH,CA,75663,56198,2189,182,9174,12231,320,5605,634,4436,19664,8679,2100,1515,3757,44736,2895,3065,1332,41.1,40.6,41.55,103545.0,53773.0,1739.5,774950.0,33.8516105,-118.378742
"ORANGE PARK, FL",ORANGE PARK,FL,75490,53921,12308,129,3815,7945,414,12015,2640,5972,8870,2738,514,239,7427,39104,3459,990,339,37.0,35.0,38.5,58644.5,26141.5,1033.0,151350.0,30.1610295,-81.76808
"ROME, GA",ROME,GA,75463,55295,13117,334,1194,9309,768,11850,3195,3654,5604,2546,1224,389,16583,34132,3948,424,181,37.8,36.15,39.1,40509.5,21372.5,674.0,117200.0,33.980413,-84.75824967
"PASCO, WA",PASCO,WA,75273,52736,1412,260,1772,38916,2273,9295,2345,4035,4755,1893,316,281,13294,35088,2575,880,287,29.0,28.9,29.0,58071.0,21013.0,837.0,168700.0,46.379233,-118.953781
"CAMDEN, NJ",CAMDEN,NJ,75230,11467,36375,411,1832,36744,1649,13015,2344,1547,2438,655,106,147,29061,30367,6016,175,98,28.425,26.025,31.05,23548.25,13172.5,838.25,82650.0,39.93879175,-75.11109425
"FAR ROCKAWAY, NY",FAR ROCKAWAY,NY,75183,31246,32933,105,2850,20829,1130,10537,2200,3000,6490,2630,616,418,16566,33017,3381,393,150,36.5,34.1,38.2,47652.0,22932.5,1004.5,372200.0,40.595985,-73.7857
"NEW ROCHELLE, NY",NEW ROCHELLE,NY,75171,46850,14635,96,3198,22333,952,9725,1141,3012,10230,6727,2614,1026,8334,39613,2993,909,353,40.73333333,38.96666667,42.6,91739.33333,46718.0,1470.666667,487666.6667,40.92071067,-73.78405567
"WARREN, OH",WARREN,OH,75148,60770,11741,162,319,1529,372,21787,2029,3752,6165,1938,533,321,17087,33341,2677,659,242,43.375,40.8,45.525,39975.25,22771.5,605.0,90900.0,41.22910525,-80.82922125
"KOKOMO, IN",KOKOMO,IN,75123,65631,5846,165,991,2343,577,15487,3559,4345,6010,2502,546,174,13923,35680,3426,891,192,41.3,38.8,42.65,42788.0,23789.0,637.0,90600.0,40.4842705,-86.132045
"SPRINGFIELD, OR",SPRINGFIELD,OR,75007,67207,634,1099,1117,8065,730,12584,3086,4702,6083,2215,326,342,14601,38360,3833,883,239,38.0,37.45,38.6,44017.5,21438.5,835.0,179400.0,44.0738105,-122.926933
"DUBLIN, OH",DUBLIN,OH,74680,57581,2306,199,12114,3506,119,5269,664,3006,19686,8839,2139,1964,3511,41587,1571,4667,1192,36.85,36.1,37.6,92590.5,47922.5,1091.5,282550.0,40.1040705,-83.1395705
"SAINT CLOUD, MN",SAINT CLOUD,MN,74680,63488,5879,554,2058,1898,771,9748,1820,5201,8319,2822,860,669,15051,42900,3010,817,378,31.0,30.66666667,31.6,46840.66667,24340.33333,725.0,150866.6667,45.53050567,-94.17174133
"PHARR, TX",PHARR,TX,74619,70331,111,232,321,70176,1699,9018,1419,1531,3773,950,336,96,25391,29639,2771,392,31,28.0,26.0,29.9,34646.0,13692.0,690.0,71900.0,26.15153,-98.189752
"EAST ELMHURST, NY",EAST ELMHURST,NY,74508,23919,11645,249,12284,38370,2005,15610,1756,3459,6446,2772,620,110,11400,34693,3211,658,174,36.0,33.9,38.85,52868.5,20620.5,1437.5,506100.0,40.764379,-73.8828085
"BOSSIER CITY, LA",BOSSIER CITY,LA,74466,51369,17899,354,1287,5542,411,11455,2335,4107,8634,3528,608,444,11490,38597,1941,1335,292,34.35,32.95,35.55,51351.5,27080.5,874.5,166050.0,32.512937,-93.6589205
"BRANDON, MS",BRANDON,MS,74449,59387,13101,76,850,1573,177,8986,1795,4991,12615,4931,1317,910,5515,39279,1894,1709,328,37.65,36.25,38.25,71252.5,32485.0,1042.0,166050.0,32.3093315,-89.9202535
"BOLINGBROOK, IL",BOLINGBROOK,IL,74371,39802,14944,281,7681,18110,492,9637,1226,3696,10965,3957,876,513,6701,39962,2646,1605,562,34.5,33.85,35.15,87865.5,29548.0,1536.5,219700.0,41.68496,-88.1102025
"FOLSOM, CA",FOLSOM,CA,74180,52901,3567,288,10680,8860,229,6565,1500,4663,15069,6869,1533,1013,3157,35919,2288,4681,1396,39.9,39.0,41.0,101115.0,39562.0,1452.0,409900.0,38.666597,-121.141635
"HOT SPRINGS NATIONAL PARK, AR",HOT SPRINGS NATIONAL PARK,AR,74113,61123,7689,447,471,4652,378,13167,2972,4157,7205,2844,856,446,16243,34021,3313,547,102,41.6,39.3,43.1,34970.5,23299.0,681.5,124350.0,34.487846,-93.034169
"GOODYEAR, AZ",GOODYEAR,AZ,74065,57372,6916,857,3511,20453,744,9811,1665,4761,8536,4270,787,526,6067,33649,1519,1122,212,38.35,40.05,37.05,71118.0,29404.5,1166.5,226100.0,33.425834,-112.403039
"BRICK, NJ",BRICK,NJ,74064,68071,1424,13,1624,5895,458,17261,1884,4194,10716,3294,543,282,4813,40168,3823,1003,247,44.1,42.9,45.1,71088.5,34880.5,1268.0,271600.0,40.0624095,-74.111225
"WILKES BARRE, PA",WILKES BARRE,PA,73973,62390,6474,67,1263,6665,676,18274,2421,4118,6100,2540,322,281,15897,35150,3186,676,202,37.075,34.875,38.925,33719.0,20006.0,641.25,107250.0,41.23731175,-75.850002
"LODI, CA",LODI,CA,73593,53994,825,459,5651,26025,1345,10576,1637,4992,6027,2107,606,308,12344,34783,4164,491,237,37.55,36.8,38.4,52910.0,26457.5,1041.5,246550.0,38.125728,-121.264602
"MATTHEWS, NC",MATTHEWS,NC,73454,60165,7527,428,2311,4759,264,7752,1093,3864,16583,5248,1109,503,4414,39119,2223,1682,487,40.55,38.85,41.65,81131.5,37667.5,1055.0,248600.0,35.088067,-80.703381
"CEDAR PARK, TX",CEDAR PARK,TX,73448,60815,3039,246,5924,12060,115,6227,1277,3626,14815,5403,915,580,3404,39106,2273,3842,882,34.4,33.6,35.3,84556.0,34849.0,1141.0,221700.0,30.503949,-97.8242
"SAN RAFAEL, CA",SAN RAFAEL,CA,73043,51139,1979,267,5096,19330,990,7215,581,3371,14544,6453,2506,1499,8524,39658,2170,1387,713,43.45,41.5,44.95,84189.0,49116.0,1615.0,724800.0,38.000252,-122.526608
"NEW BRITAIN, CT",NEW BRITAIN,CT,72999,49883,7934,111,2129,29293,849,14863,2769,3229,5334,2569,421,464,16380,37283,4711,820,374,35.26666667,34.43333333,36.5,46343.66667,24146.33333,932.3333333,166533.3333,41.66958267,-72.78880267
